1739811899.449825 server started (13567): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1739811899.449897 on Darwin 24.2.0 Darwin Kernel Version 24.2.0: Fri Dec  6 18:51:28 PST 2024; root:xnu-11215.61.5~2/RELEASE_ARM64_T8112
1739811899.449906 using libevent 2.1.12-stable select
1739811899.449917 using utf8proc 2.10.0
1739811899.449924 using ncurses 6.5 20240427
1739811899.657996 sending message 304 to peer 0x138020000 (81 bytes)
1739811899.657998 file 1 sent 77, left 0
1739811899.658002 server_client_print: bind-key    -T copy-mode    "M-{"                  send-keys -X previous-paragraph
1739811899.658004 sending message 304 to peer 0x138020000 (87 bytes)
1739811899.658006 file 1 sent 83, left 0
1739811899.658011 server_client_print: bind-key    -T copy-mode    "M-}"                  send-keys -X next-paragraph
1739811899.658013 sending message 304 to peer 0x138020000 (83 bytes)
1739811899.658015 file 1 sent 79, left 0
1739811899.658019 server_client_print: bind-key    -T copy-mode    M-Up                   send-keys -X halfpage-up
1739811899.658021 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658023 file 1 sent 76, left 0
1739811899.658027 server_client_print: bind-key    -T copy-mode    M-Down                 send-keys -X halfpage-down
1739811899.658029 sending message 304 to peer 0x138020000 (82 bytes)
1739811899.658031 file 1 sent 78, left 0
1739811899.658036 server_client_print: bind-key    -T copy-mode    C-Space                send-keys -X begin-selection
1739811899.658038 sending message 304 to peer 0x138020000 (84 bytes)
1739811899.658040 file 1 sent 80, left 0
1739811899.658045 server_client_print: bind-key    -T copy-mode    C-a                    send-keys -X start-of-line
1739811899.658047 sending message 304 to peer 0x138020000 (82 bytes)
1739811899.658048 file 1 sent 78, left 0
1739811899.658053 server_client_print: bind-key    -T copy-mode    C-b                    send-keys -X cursor-left
1739811899.658055 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658057 file 1 sent 76, left 0
1739811899.658061 server_client_print: bind-key    -T copy-mode    C-c                    send-keys -X cancel
1739811899.658063 sending message 304 to peer 0x138020000 (75 bytes)
1739811899.658065 file 1 sent 71, left 0
1739811899.658069 server_client_print: bind-key    -T copy-mode    C-e                    send-keys -X end-of-line
1739811899.658071 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658073 file 1 sent 76, left 0
1739811899.658078 server_client_print: bind-key    -T copy-mode    C-f                    send-keys -X cursor-right
1739811899.658080 sending message 304 to peer 0x138020000 (81 bytes)
1739811899.658081 file 1 sent 77, left 0
1739811899.658086 server_client_print: bind-key    -T copy-mode    C-g                    send-keys -X clear-selection
1739811899.658088 sending message 304 to peer 0x138020000 (84 bytes)
1739811899.658090 file 1 sent 80, left 0
1739811899.658095 server_client_print: bind-key    -T copy-mode    C-k                    send-keys -X copy-pipe-end-of-line-and-cancel
1739811899.658097 sending message 304 to peer 0x138020000 (101 bytes)
1739811899.658099 file 1 sent 97, left 0
1739811899.658103 server_client_print: bind-key    -T copy-mode    C-n                    send-keys -X cursor-down
1739811899.658105 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658107 file 1 sent 76, left 0
1739811899.658111 server_client_print: bind-key    -T copy-mode    C-p                    send-keys -X cursor-up
1739811899.658113 sending message 304 to peer 0x138020000 (78 bytes)
1739811899.658115 file 1 sent 74, left 0
1739811899.658125 server_client_print: bind-key    -T copy-mode    C-r                    command-prompt -i -I "#{pane_search_string}" -T search -p "(search up)" { send-keys -X search-backward-incremental "%%" }
1739811899.658130 sending message 304 to peer 0x138020000 (177 bytes)
1739811899.658132 file 1 sent 173, left 0
1739811899.658141 server_client_print: bind-key    -T copy-mode    C-s                    command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental "%%" }
1739811899.658143 sending message 304 to peer 0x138020000 (178 bytes)
1739811899.658145 file 1 sent 174, left 0
1739811899.658150 server_client_print: bind-key    -T copy-mode    C-v                    send-keys -X page-down
1739811899.658152 sending message 304 to peer 0x138020000 (78 bytes)
1739811899.658154 file 1 sent 74, left 0
1739811899.658158 server_client_print: bind-key    -T copy-mode    C-w                    send-keys -X copy-pipe-and-cancel
1739811899.658160 sending message 304 to peer 0x138020000 (89 bytes)
1739811899.658162 file 1 sent 85, left 0
1739811899.658166 server_client_print: bind-key    -T copy-mode    C-Up                   send-keys -X scroll-up
1739811899.658168 sending message 304 to peer 0x138020000 (78 bytes)
1739811899.658170 file 1 sent 74, left 0
1739811899.658175 server_client_print: bind-key    -T copy-mode    C-Down                 send-keys -X scroll-down
1739811899.658177 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658179 file 1 sent 76, left 0
1739811899.658184 server_client_print: bind-key    -T copy-mode    C-M-b                  send-keys -X previous-matching-bracket
1739811899.658186 sending message 304 to peer 0x138020000 (94 bytes)
1739811899.658188 file 1 sent 90, left 0
1739811899.658193 server_client_print: bind-key    -T copy-mode    C-M-f                  send-keys -X next-matching-bracket
1739811899.658195 sending message 304 to peer 0x138020000 (90 bytes)
1739811899.658196 file 1 sent 86, left 0
1739811899.658201 server_client_print: bind-key    -T copy-mode-vi Enter                  send-keys -X copy-pipe-and-cancel
1739811899.658203 sending message 304 to peer 0x138020000 (89 bytes)
1739811899.658205 file 1 sent 85, left 0
1739811899.658209 server_client_print: bind-key    -T copy-mode-vi Escape                 send-keys -X clear-selection
1739811899.658211 sending message 304 to peer 0x138020000 (84 bytes)
1739811899.658213 file 1 sent 80, left 0
1739811899.658217 server_client_print: bind-key    -T copy-mode-vi Space                  send-keys -X begin-selection
1739811899.658219 sending message 304 to peer 0x138020000 (84 bytes)
1739811899.658221 file 1 sent 80, left 0
1739811899.658227 server_client_print: bind-key    -T copy-mode-vi \\#                     send-keys -FX search-backward "#{copy_cursor_word}"
1739811899.658229 sending message 304 to peer 0x138020000 (107 bytes)
1739811899.658231 file 1 sent 103, left 0
1739811899.658236 server_client_print: bind-key    -T copy-mode-vi \\$                     send-keys -X end-of-line
1739811899.658238 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658240 file 1 sent 76, left 0
1739811899.658244 server_client_print: bind-key    -T copy-mode-vi \\%                     send-keys -X next-matching-bracket
1739811899.658246 sending message 304 to peer 0x138020000 (90 bytes)
1739811899.658248 file 1 sent 86, left 0
1739811899.658254 server_client_print: bind-key    -T copy-mode-vi *                      send-keys -FX search-forward "#{copy_cursor_word}"
1739811899.658256 sending message 304 to peer 0x138020000 (106 bytes)
1739811899.658258 file 1 sent 102, left 0
1739811899.658262 server_client_print: bind-key    -T copy-mode-vi ,                      send-keys -X jump-reverse
1739811899.658264 sending message 304 to peer 0x138020000 (81 bytes)
1739811899.658266 file 1 sent 77, left 0
1739811899.658275 server_client_print: bind-key    -T copy-mode-vi /                      command-prompt -T search -p "(search down)" { send-keys -X search-forward "%%" }
1739811899.658277 sending message 304 to peer 0x138020000 (136 bytes)
1739811899.658279 file 1 sent 132, left 0
1739811899.658283 server_client_print: bind-key    -T copy-mode-vi 0                      send-keys -X start-of-line
1739811899.658288 sending message 304 to peer 0x138020000 (82 bytes)
1739811899.658289 file 1 sent 78, left 0
1739811899.658296 server_client_print: bind-key    -T copy-mode-vi 1                      command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" }
1739811899.658298 sending message 304 to peer 0x138020000 (112 bytes)
1739811899.658300 file 1 sent 108, left 0
1739811899.658306 server_client_print: bind-key    -T copy-mode-vi 2                      command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" }
1739811899.658309 sending message 304 to peer 0x138020000 (112 bytes)
1739811899.658310 file 1 sent 108, left 0
1739811899.658317 server_client_print: bind-key    -T copy-mode-vi 3                      command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" }
1739811899.658319 sending message 304 to peer 0x138020000 (112 bytes)
1739811899.658321 file 1 sent 108, left 0
1739811899.658327 server_client_print: bind-key    -T copy-mode-vi 4                      command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" }
1739811899.658329 sending message 304 to peer 0x138020000 (112 bytes)
1739811899.658330 file 1 sent 108, left 0
1739811899.658336 server_client_print: bind-key    -T copy-mode-vi 5                      command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" }
1739811899.658338 sending message 304 to peer 0x138020000 (112 bytes)
1739811899.658340 file 1 sent 108, left 0
1739811899.658346 server_client_print: bind-key    -T copy-mode-vi 6                      command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" }
1739811899.658348 sending message 304 to peer 0x138020000 (112 bytes)
1739811899.658350 file 1 sent 108, left 0
1739811899.658356 server_client_print: bind-key    -T copy-mode-vi 7                      command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" }
1739811899.658358 sending message 304 to peer 0x138020000 (112 bytes)
1739811899.658359 file 1 sent 108, left 0
1739811899.658365 server_client_print: bind-key    -T copy-mode-vi 8                      command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" }
1739811899.658367 sending message 304 to peer 0x138020000 (112 bytes)
1739811899.658369 file 1 sent 108, left 0
1739811899.658375 server_client_print: bind-key    -T copy-mode-vi 9                      command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" }
1739811899.658377 sending message 304 to peer 0x138020000 (112 bytes)
1739811899.658379 file 1 sent 108, left 0
1739811899.658385 server_client_print: bind-key    -T copy-mode-vi :                      command-prompt -p "(goto line)" { send-keys -X goto-line "%%" }
1739811899.658387 sending message 304 to peer 0x138020000 (119 bytes)
1739811899.658389 file 1 sent 115, left 0
1739811899.658393 server_client_print: bind-key    -T copy-mode-vi \\;                     send-keys -X jump-again
1739811899.658395 sending message 304 to peer 0x138020000 (79 bytes)
1739811899.658397 file 1 sent 75, left 0
1739811899.658405 server_client_print: bind-key    -T copy-mode-vi ?                      command-prompt -T search -p "(search up)" { send-keys -X search-backward "%%" }
1739811899.658407 sending message 304 to peer 0x138020000 (135 bytes)
1739811899.658409 file 1 sent 131, left 0
1739811899.658415 server_client_print: bind-key    -T copy-mode-vi A                      send-keys -X append-selection-and-cancel
1739811899.658417 sending message 304 to peer 0x138020000 (96 bytes)
1739811899.658419 file 1 sent 92, left 0
1739811899.658423 server_client_print: bind-key    -T copy-mode-vi B                      send-keys -X previous-space
1739811899.658425 sending message 304 to peer 0x138020000 (83 bytes)
1739811899.658428 file 1 sent 79, left 0
1739811899.658434 server_client_print: bind-key    -T copy-mode-vi D                      send-keys -X copy-pipe-end-of-line-and-cancel
1739811899.658437 sending message 304 to peer 0x138020000 (101 bytes)
1739811899.658439 file 1 sent 97, left 0
1739811899.658445 server_client_print: bind-key    -T copy-mode-vi E                      send-keys -X next-space-end
1739811899.658451 sending message 304 to peer 0x138020000 (83 bytes)
1739811899.658453 file 1 sent 79, left 0
1739811899.658460 server_client_print: bind-key    -T copy-mode-vi F                      command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" }
1739811899.658463 sending message 304 to peer 0x138020000 (130 bytes)
1739811899.658465 file 1 sent 126, left 0
1739811899.658469 server_client_print: bind-key    -T copy-mode-vi G                      send-keys -X history-bottom
1739811899.658471 sending message 304 to peer 0x138020000 (83 bytes)
1739811899.658473 file 1 sent 79, left 0
1739811899.658478 server_client_print: bind-key    -T copy-mode-vi H                      send-keys -X top-line
1739811899.658480 sending message 304 to peer 0x138020000 (77 bytes)
1739811899.658483 file 1 sent 73, left 0
1739811899.658489 server_client_print: bind-key    -T copy-mode-vi J                      send-keys -X scroll-down
1739811899.658492 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658494 file 1 sent 76, left 0
1739811899.658500 server_client_print: bind-key    -T copy-mode-vi K                      send-keys -X scroll-up
1739811899.658503 sending message 304 to peer 0x138020000 (78 bytes)
1739811899.658505 file 1 sent 74, left 0
1739811899.658509 server_client_print: bind-key    -T copy-mode-vi L                      send-keys -X bottom-line
1739811899.658511 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658513 file 1 sent 76, left 0
1739811899.658518 server_client_print: bind-key    -T copy-mode-vi M                      send-keys -X middle-line
1739811899.658520 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658522 file 1 sent 76, left 0
1739811899.658527 server_client_print: bind-key    -T copy-mode-vi N                      send-keys -X search-reverse
1739811899.658529 sending message 304 to peer 0x138020000 (83 bytes)
1739811899.658531 file 1 sent 79, left 0
1739811899.658536 server_client_print: bind-key    -T copy-mode-vi P                      send-keys -X toggle-position
1739811899.658538 sending message 304 to peer 0x138020000 (84 bytes)
1739811899.658540 file 1 sent 80, left 0
1739811899.658548 server_client_print: bind-key    -T copy-mode-vi T                      command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" }
1739811899.658550 sending message 304 to peer 0x138020000 (136 bytes)
1739811899.658552 file 1 sent 132, left 0
1739811899.658557 server_client_print: bind-key    -T copy-mode-vi V                      send-keys -X select-line
1739811899.658559 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658561 file 1 sent 76, left 0
1739811899.658565 server_client_print: bind-key    -T copy-mode-vi W                      send-keys -X next-space
1739811899.658568 sending message 304 to peer 0x138020000 (79 bytes)
1739811899.658570 file 1 sent 75, left 0
1739811899.658575 server_client_print: bind-key    -T copy-mode-vi X                      send-keys -X set-mark
1739811899.658577 sending message 304 to peer 0x138020000 (77 bytes)
1739811899.658579 file 1 sent 73, left 0
1739811899.658585 server_client_print: bind-key    -T copy-mode-vi ^                      send-keys -X back-to-indentation
1739811899.658588 sending message 304 to peer 0x138020000 (88 bytes)
1739811899.658590 file 1 sent 84, left 0
1739811899.658594 server_client_print: bind-key    -T copy-mode-vi b                      send-keys -X previous-word
1739811899.658596 sending message 304 to peer 0x138020000 (82 bytes)
1739811899.658598 file 1 sent 78, left 0
1739811899.658603 server_client_print: bind-key    -T copy-mode-vi e                      send-keys -X next-word-end
1739811899.658605 sending message 304 to peer 0x138020000 (82 bytes)
1739811899.658607 file 1 sent 78, left 0
1739811899.658615 server_client_print: bind-key    -T copy-mode-vi f                      command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" }
1739811899.658618 sending message 304 to peer 0x138020000 (128 bytes)
1739811899.658624 file 1 sent 124, left 0
1739811899.658629 server_client_print: bind-key    -T copy-mode-vi g                      send-keys -X history-top
1739811899.658631 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658633 file 1 sent 76, left 0
1739811899.658638 server_client_print: bind-key    -T copy-mode-vi h                      send-keys -X cursor-left
1739811899.658640 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658642 file 1 sent 76, left 0
1739811899.658647 server_client_print: bind-key    -T copy-mode-vi j                      send-keys -X cursor-down
1739811899.658649 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658651 file 1 sent 76, left 0
1739811899.658656 server_client_print: bind-key    -T copy-mode-vi k                      send-keys -X cursor-up
1739811899.658659 sending message 304 to peer 0x138020000 (78 bytes)
1739811899.658661 file 1 sent 74, left 0
1739811899.658666 server_client_print: bind-key    -T copy-mode-vi l                      send-keys -X cursor-right
1739811899.658674 sending message 304 to peer 0x138020000 (81 bytes)
1739811899.658680 file 1 sent 77, left 0
1739811899.658693 server_client_print: bind-key    -T copy-mode-vi n                      send-keys -X search-again
1739811899.658696 sending message 304 to peer 0x138020000 (81 bytes)
1739811899.658704 file 1 sent 77, left 0
1739811899.658710 server_client_print: bind-key    -T copy-mode-vi o                      send-keys -X other-end
1739811899.658713 sending message 304 to peer 0x138020000 (78 bytes)
1739811899.658715 file 1 sent 74, left 0
1739811899.658721 server_client_print: bind-key    -T copy-mode-vi q                      send-keys -X cancel
1739811899.658723 sending message 304 to peer 0x138020000 (75 bytes)
1739811899.658725 file 1 sent 71, left 0
1739811899.658731 server_client_print: bind-key    -T copy-mode-vi r                      send-keys -X refresh-from-pane
1739811899.658734 sending message 304 to peer 0x138020000 (86 bytes)
1739811899.658736 file 1 sent 82, left 0
1739811899.658745 server_client_print: bind-key    -T copy-mode-vi t                      command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" }
1739811899.658748 sending message 304 to peer 0x138020000 (134 bytes)
1739811899.658750 file 1 sent 130, left 0
1739811899.658755 server_client_print: bind-key    -T copy-mode-vi v                      send-keys -X rectangle-toggle
1739811899.658757 sending message 304 to peer 0x138020000 (85 bytes)
1739811899.658759 file 1 sent 81, left 0
1739811899.658764 server_client_print: bind-key    -T copy-mode-vi w                      send-keys -X next-word
1739811899.658766 sending message 304 to peer 0x138020000 (78 bytes)
1739811899.658768 file 1 sent 74, left 0
1739811899.658773 server_client_print: bind-key    -T copy-mode-vi z                      send-keys -X scroll-middle
1739811899.658775 sending message 304 to peer 0x138020000 (82 bytes)
1739811899.658777 file 1 sent 78, left 0
1739811899.658782 server_client_print: bind-key    -T copy-mode-vi \\{                     send-keys -X previous-paragraph
1739811899.658784 sending message 304 to peer 0x138020000 (87 bytes)
1739811899.658786 file 1 sent 83, left 0
1739811899.658791 server_client_print: bind-key    -T copy-mode-vi \\}                     send-keys -X next-paragraph
1739811899.658794 sending message 304 to peer 0x138020000 (83 bytes)
1739811899.658796 file 1 sent 79, left 0
1739811899.658800 server_client_print: bind-key    -T copy-mode-vi MouseDown1Pane         select-pane
1739811899.658803 sending message 304 to peer 0x138020000 (67 bytes)
1739811899.658805 file 1 sent 63, left 0
1739811899.658810 server_client_print: bind-key    -T copy-mode-vi MouseDrag1Pane         select-pane \\; send-keys -X begin-selection
1739811899.658813 sending message 304 to peer 0x138020000 (99 bytes)
1739811899.658815 file 1 sent 95, left 0
1739811899.658820 server_client_print: bind-key    -T copy-mode-vi MouseDragEnd1Pane      send-keys -X copy-pipe-and-cancel
1739811899.658823 sending message 304 to peer 0x138020000 (89 bytes)
1739811899.658829 file 1 sent 85, left 0
1739811899.658835 server_client_print: bind-key    -T copy-mode-vi WheelUpPane            select-pane \\; send-keys -X -N 5 scroll-up
1739811899.658838 sending message 304 to peer 0x138020000 (98 bytes)
1739811899.658840 file 1 sent 94, left 0
1739811899.658845 server_client_print: bind-key    -T copy-mode-vi WheelDownPane          select-pane \\; send-keys -X -N 5 scroll-down
1739811899.658848 sending message 304 to peer 0x138020000 (100 bytes)
1739811899.658850 file 1 sent 96, left 0
1739811899.658860 server_client_print: bind-key    -T copy-mode-vi DoubleClick1Pane       select-pane \\; send-keys -X select-word \\; run-shell -d 0.3 \\; send-keys -X copy-pipe-and-cancel
1739811899.658862 sending message 304 to peer 0x138020000 (152 bytes)
1739811899.658864 file 1 sent 148, left 0
1739811899.658872 server_client_print: bind-key    -T copy-mode-vi TripleClick1Pane       select-pane \\; send-keys -X select-line \\; run-shell -d 0.3 \\; send-keys -X copy-pipe-and-cancel
1739811899.658875 sending message 304 to peer 0x138020000 (152 bytes)
1739811899.658877 file 1 sent 148, left 0
1739811899.658881 server_client_print: bind-key    -T copy-mode-vi BSpace                 send-keys -X cursor-left
1739811899.658884 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658886 file 1 sent 76, left 0
1739811899.658891 server_client_print: bind-key    -T copy-mode-vi Home                   send-keys -X start-of-line
1739811899.658893 sending message 304 to peer 0x138020000 (82 bytes)
1739811899.658895 file 1 sent 78, left 0
1739811899.658899 server_client_print: bind-key    -T copy-mode-vi End                    send-keys -X end-of-line
1739811899.658901 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658903 file 1 sent 76, left 0
1739811899.658908 server_client_print: bind-key    -T copy-mode-vi NPage                  send-keys -X page-down
1739811899.658910 sending message 304 to peer 0x138020000 (78 bytes)
1739811899.658912 file 1 sent 74, left 0
1739811899.658917 server_client_print: bind-key    -T copy-mode-vi PPage                  send-keys -X page-up
1739811899.658919 sending message 304 to peer 0x138020000 (76 bytes)
1739811899.658921 file 1 sent 72, left 0
1739811899.658925 server_client_print: bind-key    -T copy-mode-vi Up                     send-keys -X cursor-up
1739811899.658928 sending message 304 to peer 0x138020000 (78 bytes)
1739811899.658930 file 1 sent 74, left 0
1739811899.658934 server_client_print: bind-key    -T copy-mode-vi Down                   send-keys -X cursor-down
1739811899.658936 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658938 file 1 sent 76, left 0
1739811899.658943 server_client_print: bind-key    -T copy-mode-vi Left                   send-keys -X cursor-left
1739811899.658945 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.658947 file 1 sent 76, left 0
1739811899.658951 server_client_print: bind-key    -T copy-mode-vi Right                  send-keys -X cursor-right
1739811899.658954 sending message 304 to peer 0x138020000 (81 bytes)
1739811899.658956 file 1 sent 77, left 0
1739811899.658960 server_client_print: bind-key    -T copy-mode-vi M-x                    send-keys -X jump-to-mark
1739811899.658962 sending message 304 to peer 0x138020000 (81 bytes)
1739811899.658964 file 1 sent 77, left 0
1739811899.658970 server_client_print: bind-key    -T copy-mode-vi C-b                    send-keys -X page-up
1739811899.658972 sending message 304 to peer 0x138020000 (76 bytes)
1739811899.658974 file 1 sent 72, left 0
1739811899.658978 server_client_print: bind-key    -T copy-mode-vi C-c                    send-keys -X cancel
1739811899.658981 sending message 304 to peer 0x138020000 (75 bytes)
1739811899.658983 file 1 sent 71, left 0
1739811899.658988 server_client_print: bind-key    -T copy-mode-vi C-d                    send-keys -X halfpage-down
1739811899.658990 sending message 304 to peer 0x138020000 (82 bytes)
1739811899.658992 file 1 sent 78, left 0
1739811899.658996 server_client_print: bind-key    -T copy-mode-vi C-e                    send-keys -X scroll-down
1739811899.659002 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.659004 file 1 sent 76, left 0
1739811899.659009 server_client_print: bind-key    -T copy-mode-vi C-f                    send-keys -X page-down
1739811899.659011 sending message 304 to peer 0x138020000 (78 bytes)
1739811899.659013 file 1 sent 74, left 0
1739811899.659017 server_client_print: bind-key    -T copy-mode-vi C-h                    send-keys -X cursor-left
1739811899.659019 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.659021 file 1 sent 76, left 0
1739811899.659026 server_client_print: bind-key    -T copy-mode-vi C-j                    send-keys -X copy-pipe-and-cancel
1739811899.659028 sending message 304 to peer 0x138020000 (89 bytes)
1739811899.659030 file 1 sent 85, left 0
1739811899.659035 server_client_print: bind-key    -T copy-mode-vi C-u                    send-keys -X halfpage-up
1739811899.659037 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.659039 file 1 sent 76, left 0
1739811899.659043 server_client_print: bind-key    -T copy-mode-vi C-v                    send-keys -X rectangle-toggle
1739811899.659046 sending message 304 to peer 0x138020000 (85 bytes)
1739811899.659048 file 1 sent 81, left 0
1739811899.659052 server_client_print: bind-key    -T copy-mode-vi C-y                    send-keys -X scroll-up
1739811899.659054 sending message 304 to peer 0x138020000 (78 bytes)
1739811899.659056 file 1 sent 74, left 0
1739811899.659060 server_client_print: bind-key    -T copy-mode-vi C-Up                   send-keys -X scroll-up
1739811899.659063 sending message 304 to peer 0x138020000 (78 bytes)
1739811899.659064 file 1 sent 74, left 0
1739811899.659069 server_client_print: bind-key    -T copy-mode-vi C-Down                 send-keys -X scroll-down
1739811899.659071 sending message 304 to peer 0x138020000 (80 bytes)
1739811899.659073 file 1 sent 76, left 0
1739811899.659078 server_client_print: bind-key    -T prefix       Space                  next-layout
1739811899.659080 sending message 304 to peer 0x138020000 (67 bytes)
1739811899.659082 file 1 sent 63, left 0
1739811899.659086 server_client_print: bind-key    -T prefix       !                      break-pane
1739811899.659088 sending message 304 to peer 0x138020000 (66 bytes)
1739811899.659090 file 1 sent 62, left 0
1739811899.659094 server_client_print: bind-key    -T prefix       \\"                     split-window
1739811899.659096 sending message 304 to peer 0x138020000 (68 bytes)
1739811899.659098 file 1 sent 64, left 0
1739811899.659102 server_client_print: bind-key    -T prefix       \\#                     list-buffers
1739811899.659105 sending message 304 to peer 0x138020000 (68 bytes)
1739811899.659107 file 1 sent 64, left 0
1739811899.659113 server_client_print: bind-key    -T prefix       \\$                     command-prompt -I "#S" { rename-session "%%" }
1739811899.659115 sending message 304 to peer 0x138020000 (102 bytes)
1739811899.659117 file 1 sent 98, left 0
1739811899.659121 server_client_print: bind-key    -T prefix       \\%                     split-window -h
1739811899.659123 sending message 304 to peer 0x138020000 (71 bytes)
1739811899.659125 file 1 sent 67, left 0
1739811899.659132 server_client_print: bind-key    -T prefix       &                      confirm-before -p "kill-window #W? (y/n)" kill-window
1739811899.659134 sending message 304 to peer 0x138020000 (109 bytes)
1739811899.659136 file 1 sent 105, left 0
1739811899.659144 server_client_print: bind-key    -T prefix       \\'                     command-prompt -T window-target -p index { select-window -t ":%%" }
1739811899.659146 sending message 304 to peer 0x138020000 (123 bytes)
1739811899.659148 file 1 sent 119, left 0
1739811899.659152 server_client_print: bind-key    -T prefix       (                      switch-client -p
1739811899.659154 sending message 304 to peer 0x138020000 (72 bytes)
1739811899.659156 file 1 sent 68, left 0
1739811899.659160 server_client_print: bind-key    -T prefix       )                      switch-client -n
1739811899.659165 sending message 304 to peer 0x138020000 (72 bytes)
1739811899.659168 file 1 sent 68, left 0
1739811899.659173 server_client_print: bind-key    -T prefix       ,                      command-prompt -I "#W" { rename-window "%%" }
1739811899.659176 sending message 304 to peer 0x138020000 (101 bytes)
1739811899.659178 file 1 sent 97, left 0
1739811899.659181 server_client_print: bind-key    -T prefix       -                      delete-buffer
1739811899.659184 sending message 304 to peer 0x138020000 (69 bytes)
1739811899.659186 file 1 sent 65, left 0
1739811899.659192 server_client_print: bind-key    -T prefix       .                      command-prompt -T target { move-window -t "%%" }
1739811899.659194 sending message 304 to peer 0x138020000 (104 bytes)
1739811899.659196 file 1 sent 100, left 0
1739811899.659202 server_client_print: bind-key    -T prefix       /                      command-prompt -k -p key { list-keys -1N "%%" }
1739811899.659205 sending message 304 to peer 0x138020000 (103 bytes)
1739811899.659207 file 1 sent 99, left 0
1739811899.659211 server_client_print: bind-key    -T prefix       0                      select-window -t :=0
1739811899.659213 sending message 304 to peer 0x138020000 (76 bytes)
1739811899.659214 file 1 sent 72, left 0
1739811899.659218 server_client_print: bind-key    -T prefix       1                      select-window -t :=1
1739811899.659220 sending message 304 to peer 0x138020000 (76 bytes)
1739811899.659222 file 1 sent 72, left 0
1739811899.659226 server_client_print: bind-key    -T prefix       2                      select-window -t :=2
1739811899.659228 sending message 304 to peer 0x138020000 (76 bytes)
1739811899.659230 file 1 sent 72, left 0
1739811899.659234 server_client_print: bind-key    -T prefix       3                      select-window -t :=3
1739811899.659236 sending message 304 to peer 0x138020000 (76 bytes)
1739811899.659237 file 1 sent 72, left 0
1739811899.659241 server_client_print: bind-key    -T prefix       4                      select-window -t :=4
1739811899.659243 sending message 304 to peer 0x138020000 (76 bytes)
1739811899.659245 file 1 sent 72, left 0
1739811899.659249 server_client_print: bind-key    -T prefix       5                      select-window -t :=5
1739811899.659251 sending message 304 to peer 0x138020000 (76 bytes)
1739811899.659253 file 1 sent 72, left 0
1739811899.659256 server_client_print: bind-key    -T prefix       6                      select-window -t :=6
1739811899.659258 sending message 304 to peer 0x138020000 (76 bytes)
1739811899.659260 file 1 sent 72, left 0
1739811899.659264 server_client_print: bind-key    -T prefix       7                      select-window -t :=7
1739811899.659266 sending message 304 to peer 0x138020000 (76 bytes)
1739811899.659268 file 1 sent 72, left 0
1739811899.659272 server_client_print: bind-key    -T prefix       8                      select-window -t :=8
1739811899.659274 sending message 304 to peer 0x138020000 (76 bytes)
1739811899.659276 file 1 sent 72, left 0
1739811899.659280 server_client_print: bind-key    -T prefix       9                      select-window -t :=9
1739811899.659282 sending message 304 to peer 0x138020000 (76 bytes)
1739811899.659283 file 1 sent 72, left 0
1739811899.659287 server_client_print: bind-key    -T prefix       :                      command-prompt
1739811899.659289 sending message 304 to peer 0x138020000 (70 bytes)
1739811899.659291 file 1 sent 66, left 0
1739811899.659294 server_client_print: bind-key    -T prefix       \\;                     last-pane
1739811899.659296 sending message 304 to peer 0x138020000 (65 bytes)
1739811899.659298 file 1 sent 61, left 0
